Restaurant,Rating,Cuisine,Price_for_Two,Location,Delivery_Time
Cafe By Soul,4.3,"Cafe, Fast Food, Pizza, Pasta, Burger, Desserts, Beverages","₹1,200 for two",Secunderabad,Closes in 1 hour 7 minutes
The Cottage Cafe By La Polo,4.4,"Cafe, Coffee, Fast Food, Italian, Pizza, Burger, Desserts, Tea","₹1,400 for two",Secunderabad,Closes in 7 minutes
Barsoom Frat House,4.0,"Bar Food, Pizza, Pasta, Chinese, North Indian, Beverages","₹1,700 for two",Secunderabad,
Monsoon By Cafe Lota,4.9,"Modern Indian, Rajasthani","₹2,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Amaltas - Indian Tapas & Bar,4.9,"North Indian, Modern Indian, Beverages","₹2,000 for two",Secunderabad,Closes in 1 hour 7 minutes
Atmos29 Restobar & Club,4.2,"North Indian, Chinese, Pizza, Pasta, Italian, Salad, Desserts, Beverages","₹1,600 for two",Secunderabad,
The Grill House,4.3,"North Indian, Chinese, Pizza","₹2,400 for two",Secunderabad,Closes in 1 hour 37 minutes
Golden Paprika - Fine Dine And Playtorium,4.4,"Oriental, North Indian, Pizza, Pasta, Fast Food, Chinese, Desserts, Beverages","₹1,000 for two",Secunderabad,Closes in 1 hour 7 minutes
FES Cafe & Desserts,4.5,"Sandwich, Desserts, Coffee, Tea, Beverages, Cafe, Cake",₹600 for two,Secunderabad,
Mayfair,4.4,"North Indian, Asian, Italian, American, Mughlai, Bar Food, Desserts, Beverages","₹2,300 for two",Secunderabad,
Sambar Ritual,4.9,"South Indian, Chettinad",₹900 for two,Secunderabad,Closes in 37 minutes
Sevilla - The Claridges,4.7,"Moroccan, European, Mediterranean, Pizza, Desserts, Seafood","₹6,000 for two",Secunderabad,Closes in 52 minutes
Harajuku Tokyo Cafe,4.2,"Beverages, Asian, Japanese, Sushi, Seafood","₹1,500 for two",Secunderabad,
The Establishment - Clubhouse & Kitchen,4.6,"Italian, Continental, Modern Indian, Asian, Sushi, Pizza, Beverages, Salad","₹1,600 for two",Secunderabad,
Bira 91 Taproom,4.5,"Italian, North Indian, Burger","₹4,000 for two",Secunderabad,Closes in 1 hour 7 minutes
Libertario Coffee Co. & Roasters,,"Desserts, Coffee","₹1,900 for two",Secunderabad,Closes in 1 hour 7 minutes
PizzaExpress,4.7,"Pizza, Italian, Salad, Bakery, Coffee, Beverages, Cafe","₹2,100 for two",Secunderabad,Closes in 1 hour 37 minutes
Say Fontina,4.6,"Cafe, Italian, Pizza, Pasta, Burger, Continental, Desserts, Healthy Food","₹1,800 for two",Secunderabad,Closes in 1 hour 7 minutes
Osteria - Authentic Italian Pizzeria,4.4,"Italian, Pizza, Pasta, Coffee, Cafe, Salad, Desserts, Beverages","₹1,600 for two",Secunderabad,Closes in 1 hour 7 minutes
Ping's Café Orient,4.6,"Asian, Chinese, Thai, Seafood, Beverages","₹2,000 for two",Secunderabad,Closes in 1 hour 37 minutes
Curry House CoCo Ichibanya,4.6,"Japanese, Seafood, Salad","₹2,000 for two",Secunderabad,Closes in 1 hour 7 minutes
Open Tap 29,4.4,"Bar Food, Oriental, Continental, Fast Food, North Indian, Beverages","₹2,000 for two",Secunderabad,
F Bar & Lounge Noida,4.1,"North Indian, Bar Food, Italian, Biryani, Chinese, Beverages","₹3,600 for two",Secunderabad,
ILLUZION Luxe Club,4.1,"North Indian, Chinese, Italian, Mughlai, Pasta, Pizza, Biryani, Desserts","₹2,700 for two",Secunderabad,
Oju By Neuma,4.1,Japanese,"₹5,000 for two",Secunderabad,
Namaste Punjab,4.4,"North Indian, Chinese, Mughlai, Sichuan, Biryani, Beverages","₹1,800 for two",Secunderabad,
Food Exchange - Novotel New Delhi Aerocity,4.2,"Asian, European, Mediterranean, North Indian","₹4,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Khi Khi,4.9,"Modern Indian, Bar Food, Continental, Desserts","₹4,000 for two",Secunderabad,
Cafe Aurika,4.3,"Cafe, Fast Food, Beverages, Sandwich, Desserts","₹1,200 for two",Secunderabad,Closes in 1 hour 57 minutes
Echoes Cafe,4.5,"North Indian, Kebab, Asian, Pizza, Fast Food, Momos, Chinese, Beverages","₹1,200 for two",Secunderabad,Closes in 1 hour 52 minutes
Esak,4.3,"North Indian, Continental","₹2,100 for two",Secunderabad,Closes in 1 hour 37 minutes
The Sky High,4.2,"Continental, Chinese, Asian, Pizza, Italian, Oriental, North Indian, Desserts","₹5,000 for two",Secunderabad,
Cross Avenue - Radisson Blu,4.1,"North Indian, Continental, Italian","₹3,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Cafe Pride - Pride Plaza Hotel,4.2,"North Indian, Mughlai, Continental, Asian, Biryani, Beverages, Desserts","₹3,000 for two",Secunderabad,Closes in 1 hour 7 minutes
Pinch Of Spice,4.6,"North Indian, Mughlai, Chinese, Continental, Fast Food, Biryani, Desserts, Pasta","₹1,800 for two",Secunderabad,Closes in 1 hour 52 minutes
Gonzo - Pan Asian Kitchen,4.4,"Asian, Chinese, Japanese, Thai, Beverages, Coffee","₹2,500 for two",Secunderabad,
Martini's,4.3,"Italian, North Indian, Chinese, Beverages, Sushi, Hot Pot","₹2,000 for two",Secunderabad,
Black Cafe,4.3,"North Indian, Italian, Fast Food, Continental, Chinese, Beverages, Shake","₹1,700 for two",Secunderabad,Closes in 1 hour 37 minutes
Garam Dharam,4.1,"North Indian, Chinese, Street Food, South Indian, Fast Food, Desserts, Beverages","₹1,700 for two",Secunderabad,Closes in 1 hour 7 minutes
Quaff Brewing Co.,4.3,"North Indian, Chinese, Pizza, Pasta","₹3,000 for two",Secunderabad,
Shang Palace - Shangri-La Eros New Delhi,4.5,"Asian, Seafood, Beverages, Sichuan","₹4,000 for two",Secunderabad,Closes in 1 hour 37 minutes
Jungle Barbeque,3.9,"North Indian, Chinese, Kebab","₹1,200 for two",Secunderabad,Closes in 1 hour 37 minutes
Kiyan - The Roseate,4.6,"Thai, European, North Indian, Pizza, Salad","₹6,000 for two",Secunderabad,Closes in 1 hour 7 minutes
Pendulo,4.5,Mexican,"₹4,500 for two",Secunderabad,
Brick N Bean Café Kitchen,4.7,"Cafe, European, Italian, Finger Food, Beverages, Desserts, Bar Food","₹2,100 for two",Secunderabad,Closes in 7 minutes
Buona Sera,4.2,"Italian, Pasta, Pizza, Lebanese, Sandwich, Salad, Coffee, Beverages","₹1,600 for two",Secunderabad,Closes in 1 hour 37 minutes
Oishii Wok,4.6,"Asian, Chinese, Japanese, Sushi, Korean, Thai, Beverages","₹1,100 for two",Secunderabad,Closes in 1 hour 37 minutes
Nior,4.1,"North Indian, Mughlai, Pizza, Pasta, Biryani, Chinese, Continental, Mexican","₹1,800 for two",Secunderabad,Closes in 1 hour 37 minutes
Drooling By The Shang,4.4,"Chinese, Biryani, Pasta, North Indian","₹1,300 for two",Secunderabad,Closes in 1 hour 37 minutes
Mark's Eatery,4.5,"North Indian, Chinese, Fast Food, Asian, Continental, Japanese, Mediterranean, Italian","₹1,000 for two",Secunderabad,Closes in 1 hour 52 minutes
Chard - Burgers Grill And Bar,4.7,"Burger, Continental, Ice Cream, Beverages","₹1,000 for two",Secunderabad,Closes in 1 hour 7 minutes
China Bistro,4.5,"Chinese, Asian, Sushi, Japanese, Thai, Korean, Rolls, Desserts","₹1,800 for two",Secunderabad,Closes in 1 hour 7 minutes
Vicoli,4.2,"Continental, Italian, Pizza, Pasta, European, Seafood, Desserts","₹3,000 for two",Secunderabad,
Bakebook Bakery,4.4,"Bakery, Cafe, Coffee, Shake, Beverages, Desserts, Fast Food, Ice Cream",₹600 for two,Secunderabad,Closes in 1 hour 37 minutes
Royal China,4.4,"Asian, Chinese, Cantonese, Seafood, Desserts","₹3,000 for two",Secunderabad,Closes in 1 hour 37 minutes
MardiGras By Uncover,4.3,"North Indian, European, Italian, Turkish","₹2,800 for two",Secunderabad,
The Portion - Veg Gourmet Eatery,4.6,"Asian, Italian, North Indian, Burger, Sushi, Pizza, Pasta, Oriental","₹1,400 for two",Secunderabad,Closes in 37 minutes
Popes' Southwest Cantina,,"Mexican, American, South American","₹2,500 for two",Secunderabad,Closes in 1 hour 52 minutes
Moets Since 1965,4.4,"North Indian, Mughlai, Chinese, Indo-Chinese, Biryani, Modern Indian, Oriental, Desserts","₹1,200 for two",Secunderabad,Closes in 1 hour 37 minutes
Nukkad Cafe & Bar,4.4,"Coffee, Beverages, Street Food","₹2,200 for two",Secunderabad,
Caffe Tonino,4.4,"Italian, Pizza, Pasta, Desserts, Beverages","₹2,500 for two",Secunderabad,Closes in 1 hour 7 minutes
KOKOY | Noida,4.6,"Italian, Mexican, Pizza, Pasta, Coffee, Burger, Pancake, Desserts","₹1,800 for two",Secunderabad,Closes in 1 hour 7 minutes
Bomba - Pizzeria & Taqueria,4.6,"Pizza, Pasta, Mexican, Coffee, Beverages","₹2,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Made In Punjab,4.3,"North Indian, Mughlai","₹2,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Tamarind Kitchen,4.5,"North Indian, Biryani, Kebab, Momos, Chinese, Mughlai, Desserts, Beverages","₹1,000 for two",Secunderabad,Closes in 1 hour 37 minutes
PCO,4.8,"Italian, Fast Food, Continental","₹3,500 for two",Secunderabad,
Titli Cafe - Crown Ceremonies,4.2,"North Indian, Mughlai, Continental, Salad, Chinese, Biryani, Desserts","₹1,400 for two",Secunderabad,Closes in 1 hour 7 minutes
Spring,4.2,"Continental, North Indian, Beverages","₹4,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Lha Kitchen,4.0,"Tibetan, Nepalese, Chinese, Beverages, Momos","₹1,100 for two",Secunderabad,Closes in 37 minutes
Toscano,4.7,"Italian, Pasta, Pizza, Steak, Desserts, Coffee","₹2,400 for two",Secunderabad,Closes in 1 hour 7 minutes
In The Punjab,4.5,"North Indian, Mughlai, Kebab","₹1,500 for two",Secunderabad,
Dockyard BYOB,3.9,"Beverages, Desserts, Salad, North Indian, Continental, Pizza, Chinese","₹1,200 for two",Secunderabad,
The One - Le Meridien,4.1,"Continental, Italian, Fast Food, Beverages, Desserts","₹6,000 for two",Secunderabad,
Tasa Kitchen Bar & Terrace,4.2,"North Indian, Chinese, Italian, Mediterranean, Asian, Sushi, Desserts, Beverages","₹2,700 for two",Secunderabad,
Desi Dakaar,4.1,"North Indian, Mughlai, Biryani, Momos, Chinese, Fast Food, Desserts, Beverages","₹1,200 for two",Secunderabad,
Kebabs & Curries Company,4.5,"North Indian, Kebab, Chinese, Biryani, Rolls, Mughlai","₹1,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Jamie Oliver Kitchen,4.6,"Italian, Pizza, Burger, Bar Food","₹2,100 for two",Secunderabad,Closes in 1 hour 7 minutes
Hashtag 104,4.4,"Chinese, Pizza, Mexican, Sandwich, North Indian, Mughlai, Beverages","₹1,600 for two",Secunderabad,
Bloom Cafe & Cakery,4.4,"Bakery, Desserts, Coffee, Cafe, Sandwich","₹1,500 for two",Secunderabad,Closes in 37 minutes
Encanto,4.5,"Mexican, Continental, Beverages","₹3,000 for two",Secunderabad,Closes in 1 hour 37 minutes
The Paris Coffeehouse,4.5,"Beverages, Coffee, Desserts, Healthy Food, Sandwich, American","₹1,300 for two",Secunderabad,Closes in 1 hour 7 minutes
Mamma Rose,4.3,"Italian, European, Desserts, Continental","₹1,200 for two",Secunderabad,Closes in 37 minutes
Grillardin,4.8,"North Indian, Kebab, Italian","₹2,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Coast Cafe,4.8,"Continental, Seafood, Kerala, Mexican, Finger Food, Desserts, Coffee, Beverages","₹2,100 for two",Secunderabad,Closes in 1 hour 7 minutes
Ka Kha Ga The Boutique Cafe,4.6,"Cafe, Coffee, Sandwich, Italian, Fast Food, Tea, Shake, Desserts","₹1,000 for two",Secunderabad,Closes in 1 hour 7 minutes
Arowana,4.5,"Asian, Japanese, Chinese","₹1,800 for two",Secunderabad,Closes in 1 hour 7 minutes
ONE DOOR DOWN,4.5,"Italian, Mediterranean, Desserts, Bar Food, American, Kebab, Middle Eastern","₹4,000 for two",Secunderabad,Closes in 1 hour 37 minutes
Rajinder Da Dhaba,4.4,"North Indian, Chinese, Mughlai",₹600 for two,Secunderabad,Closes in 1 hour 37 minutes
Deja Brew,4.7,"Continental, Asian, Pasta, Pizza, Beverages, Burger, Desserts, Mediterranean","₹2,800 for two",Secunderabad,
Carnatic Cafe,4.9,"South Indian, Beverages",₹800 for two,Secunderabad,Closes in 37 minutes
Dear Donna,4.2,"Asian, Thai, Salad, Pizza, Italian, Coffee, Tea, Beverages","₹3,000 for two",Secunderabad,
Alma Bakery & Cafe,4.5,"Cafe, Bakery, Italian, Sushi, Salad, Sandwich, Pizza, Coffee","₹1,500 for two",Secunderabad,Closes in 7 minutes
Cafe 27,3.9,"North Indian, Chinese, Sandwich, Pizza, Biryani, Momos, Shake, Beverages","₹3,500 for two",Secunderabad,
Railicious,3.8,"North Indian, Chinese, Fast Food, Desserts, Ice Cream, Mughlai, Continental, Biryani","₹1,400 for two",Secunderabad,Closes in 1 hour 7 minutes
Chelvies Coffee,4.5,"Coffee, Tea, Shake, Juices, Cake, Fast Food, Pizza, Sandwich","₹1,000 for two",Secunderabad,
Tres,4.5,"European, Italian, Desserts, Beverages","₹6,500 for two",Secunderabad,Closes in 1 hour 37 minutes
Bekal Cafe,4.4,"Cafe, Sushi, North Indian, Italian, Continental, Desserts","₹1,800 for two",Secunderabad,
Ophelia - The Ashok,4.0,"European, Italian, Turkish, Asian","₹3,500 for two",Secunderabad,
Mira's,4.0,"Cafe, Coffee, European, North Indian, Fast Food, Desserts","₹2,200 for two",Secunderabad,Closes in 1 hour 52 minutes
Mala Project By Sticky Rice,4.5,"Asian, Cantonese, Chinese, Sichuan, Seafood","₹3,000 for two",Secunderabad,Closes in 1 hour 37 minutes
The Village Rooftop,4.1,"North Indian, Continental, Fast Food, Pizza","₹2,000 for two",Secunderabad,
Sutra Gastropub,4.2,"Asian, Continental, Modern Indian, North Indian","₹3,500 for two",Secunderabad,
Saleem's Restaurant,4.1,"North Indian, Mughlai, Kebab, Rolls, Biryani","₹1,600 for two",Secunderabad,
Monkey Bar,4.4,"Pizza, Italian, Bar Food, North Indian, Burger, Mexican, Street Food","₹3,000 for two",Secunderabad,
Lakeview Bistro,4.0,"Continental, Pasta, Mediterranean, Chinese, Sandwich, Oriental, North Indian, Beverages","₹1,800 for two",Secunderabad,
COMO - Pizzeria,4.0,"Pizza, Italian, Continental, Coffee, Beverages, Salad","₹3,000 for two",Secunderabad,
Cafe Desire,3.9,"North Indian, Chinese, Mughlai, Fast Food, Street Food, Pizza, Bar Food, Ice Cream","₹2,500 for two",Secunderabad,
Red,4.7,Asian,"₹4,500 for two",Secunderabad,
Oak Bistro,4.4,"Asian, Chinese, Pizza, Italian, Continental, North Eastern, Desserts, Beverages","₹1,800 for two",Secunderabad,
The Chocolate Room,4.4,"Cafe, Coffee, Mexican, Italian, Fast Food, Salad, Desserts, Beverages","₹1,000 for two",Secunderabad,
Coffee Island Beyond,4.5,"Cafe, Coffee, European, Sandwich, Desserts, Bakery, Beverages","₹1,400 for two",Secunderabad,
Toy Boy,3.9,"North Indian, Chinese, Continental, Kebab, Fast Food, Biryani, Salad, Desserts","₹2,200 for two",Secunderabad,
Atmanam,4.0,"South Indian, Biryani",₹800 for two,Secunderabad,Closes in 6 minutes
Unaav - The Dakshin Cafe,4.5,"South Indian, Beverages",₹300 for two,Secunderabad,Closes in 51 minutes
Moti Mahal Fine Dining & Bar,4.2,"North Indian, Mughlai, Chinese, Biryani, Momos, Seafood, Beverages, Desserts","₹1,400 for two",Secunderabad,Closes in 1 hour 36 minutes
The Flying Dutchman,4.0,"North Indian, Chinese, Continental, Pizza, Fast Food, Salad, Desserts, Beverages","₹2,500 for two",Secunderabad,
Mala-Akbari,4.5,"North Indian, South Indian, Biryani, Desserts, Beverages","₹2,200 for two",Secunderabad,Closes in 1 hour 36 minutes
Latest Recipe - Le Meridien Gurgaon,4.2,"North Indian, Asian, Continental, Italian","₹3,500 for two",Secunderabad,Closes in 1 hour 6 minutes
Buho - Culinary Bar,4.4,"Continental, Asian, North Indian, Tex-Mex, Fast Food, Chinese, Beverages","₹2,800 for two",Secunderabad,
Tasya by Atithi House,4.2,"Mughlai, North Indian, Beverages, Desserts, Shake","₹1,000 for two",Secunderabad,Closes in 1 hour 6 minutes
Shahi Mahal Restrobar,3.7,"Chinese, North Indian, Continental","₹1,000 for two",Secunderabad,Closes in 1 hour 6 minutes
Moti Mahal Restaurant & Bar,4.3,"North Indian, Biryani, Mughlai, Continental, Oriental, Italian, Asian, Desserts","₹1,200 for two",Secunderabad,Closes in 1 hour 36 minutes
Amritsari Haveli,4.1,"North Indian, Biryani, Chinese","₹1,100 for two",Secunderabad,Closes in 1 hour 36 minutes
Pot Pot - Yum Indian Dining,4.7,"North Indian, Andhra, Biryani, Modern Indian, Desserts, Beverages","₹2,000 for two",Secunderabad,Closes in 1 hour 6 minutes
Yum Yum Cha,4.6,"Asian, Chinese, Thai, Japanese, Sushi, Oriental, Ice Cream, Desserts","₹2,000 for two",Secunderabad,Closes in 1 hour 6 minutes
London Street Cafe & Bar,4.2,"North Indian, Chinese, Italian, Salad, Bar Food, Continental, Desserts, Beverages","₹1,200 for two",Secunderabad,
Keasar Cafe Fine Dining & Bar,4.2,"Chinese, Continental, Japanese, Modern Indian, North Indian, Pasta, Pizza","₹1,800 for two",Secunderabad,Closes in 1 hour 36 minutes
Aaviary Cocktail Nest,4.3,"North Indian, Asian, Beverages","₹1,800 for two",Secunderabad,Closes in 1 hour 36 minutes
Japonico,4.1,"Japanese, Chinese, Asian, Desserts, Beverages","₹3,000 for two",Secunderabad,
Indie BBQ,4.3,"BBQ, North Indian, Seafood, Rolls","₹1,000 for two",Secunderabad,Closes in 1 hour 36 minutes
Kaméi,4.2,Asian,"₹6,000 for two",Secunderabad,
KALSANG,3.0,"Street Food, Tibetan","₹1,000 for two",Secunderabad,Closes in 1 hour 6 minutes
BrewHouse- Radisson Blu Kaushambi,4.7,"North Indian, Continental","₹4,000 for two",Secunderabad,
Inja,4.7,"Modern Indian, Japanese, Bar Food","₹4,500 for two",Secunderabad,Closes in 1 hour 6 minutes
China Garden - Original Chinese Wok & Traditional Cantonese Dim Sum,4.2,"Chinese, Korean, Japanese, Seafood","₹3,000 for two",Secunderabad,Closes in 1 hour 6 minutes
Banng,,Thai,"₹3,300 for two",Secunderabad,
Birch,4.2,"North Indian, Chinese, Italian, Asian, Thai, Continental, Sushi, Desserts","₹2,000 for two",Secunderabad,
Neobaa,4.2,"North Indian, Italian","₹2,600 for two",Secunderabad,
Ministry Of Sound,4.1,"North Indian, Continental, Chinese, Alcoholic Beverages, Bar Food, Finger Food, Italian, Beverages","₹4,000 for two",Secunderabad,
Hahn's Kitchen,4.7,"North Indian, Korean, Sushi, BBQ, Chinese, Beverages","₹2,000 for two",Secunderabad,Closes in 1 hour 6 minutes
Hotel Rajdhani - Branch 23,4.2,₹100 OFF,₹100 OFF,Gachibowli,39 min
Aggrawal Sweets - Branch 42,4.3,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 39 minutes
Vipin Ke Parathe - Branch 22,4.0,North Indian,₹100 for two,Kukatpally,
Yashpal Tulsi Dass Chole Kulche - Branch 22,2.9,North Indian,₹100 for two,Kukatpally,
Sharma Ji Ke Special Chhole Bhature - Branch 37,4.3,"North Indian, Beverages",₹100 for two,Kukatpally,Closes in 1 hour 24 minutes
Comorin - Branch 14,5.1,"North Indian, Modern Indian, South Indian, Seafood, Desserts","₹3,000 for two",Madhapur,
Meemee's - Branch 48,4.3,"Ice Cream, Desserts",₹200 for one,Madhapur,42 min
Sindhi Tikki Centre - Branch 41,4.0,Street Food,₹100 for two,Kukatpally,
Salad Days - Branch 28,4.6,₹100 OFF,₹100 OFF,Gachibowli,26 min
Bansal Chole Bhature Wale - Branch 31,3.9,North Indian,₹100 for two,Kukatpally,
Sree Sai Satyanarayana Mithai Bhandar - Branch 19,4.4,₹100 OFF,₹100 OFF,Madhapur,40 min
Anardana - Branch 28,4.8,"North Indian, Mughlai, Chinese, Italian, Modern Indian, Biryani, Desserts, Beverages","₹1,800 for two",Madhapur,
Diksha's Bake Sthaan - Branch 49,4.2,₹100 OFF,₹100 OFF,Madhapur,33 min
GLOBO Ice Creams Of The World - Branch 9,4.5,₹100 OFF,₹100 OFF,Gachibowli,28 min
LeanCrust Pizza - ThinCrust Experts - Branch 49,4.4,₹100 OFF,₹100 OFF,Gachibowli,28 min
Zam Zam Bakers - Branch 4,4.2,₹100 OFF,₹100 OFF,Madhapur,58 min
Modern Chhole Kulche - Branch 2,4.3,Street Food,₹100 for two,Kukatpally,
Pure Veg Dhaba - Branch 7,4.2,"North Indian, Street Food, Tea",₹100 for two,Kukatpally,
Pukhtaan - Legacy Of Padma Shri Chef Imtiaz Qureshi - Branch 5,3.9,₹100 OFF,₹100 OFF,Gachibowli,33 min
Masqati Ice Cream - Branch 39,3.8,₹100 OFF,₹100 OFF,Madhapur,37 min
Shang Palace - Shangri-La Eros New Delhi - Branch 20,4.3,"Asian, Seafood, Beverages, Sichuan","₹4,000 for two",Secunderabad,Closes in 1 hour 37 minutes
Grand Oven Bakery and Cafe - Branch 49,3.7,₹100 OFF,₹100 OFF,Madhapur,36 min
PORCHE - Branch 32,4.4,"Mediterranean, Asian","₹2,500 for two",Madhapur,
Gola Sizzlers - Naresh Gola Group - Branch 40,4.5,"North Indian, Chinese, Salad, Pasta, Pizza, Desserts, Shake, Beverages","₹1,900 for two",Gachibowli,Closes in 1 hour 54 minutes
Sonu Caterers - Branch 35,3.7,"North Indian, Street Food",₹100 for two,Kukatpally,
India Grill - Hilton Garden Inn - Branch 20,4.3,"North Indian, Chinese, Continental, Asian, Biryani, Kebab, Mughlai, Bar Food","₹2,400 for two",Madhapur,
Punjab Grill - Branch 25,4.5,₹100 OFF,₹100 OFF,Gachibowli,24 min
